x	error	n	n_error	u	u_error	Events
-0.84	1.87	109.66	1.99	-11.84	7.08	0.0
0.96	1.73	110.46	1.84	-10.42	6.48	0.0
0.64	1.23	110.12	1.32	-6.29	4.56	0.0
-0.44	1.26	109.85	1.34	-4.58	4.62	0.0
3.06	2.4	109.53	2.43	-4.37	8.7	0.0
-1.39	1.35	110.53	1.41	-6.35	4.92	0.0
-2.95	1.54	111.25	1.68	-3.06	5.88	0.0
-2.31	1.62	112.0	1.67	0.92	5.83	0.0
-0.65	1.37	111.38	1.46	-3.69	5.04	0.0
-1.27	1.25	111.0	1.3	-6.49	4.45	0.0
-1.4	1.21	110.41	1.26	-9.07	4.29	0.0
-1.11	1.34	111.31	1.43	-13.2	5.0	0.0
-1.8	1.29	110.84	1.35	-12.23	4.58	0.0
0.0	1.26	111.48	1.32	-7.56	4.5	0.0
-0.03	1.78	111.86	1.89	-13.12	6.5	0.0
-0.57	1.37	111.1	1.49	-10.02	5.01	0.0
-0.78	1.42	110.75	1.55	-5.75	5.37	0.0
0.34	1.93	111.44	1.94	-8.72	6.85	0.0
-0.67	1.84	112.02	1.94	-9.59	6.79	0.0
0.2	2.15	113.71	2.27	-13.69	7.89	0.0
0.23	1.63	112.42	1.67	-4.75	5.75	0.0
0.44	1.73	113.5	1.89	-6.06	6.51	0.0
0.34	2.01	112.31	2.21	-2.17	7.73	0.0
0.47	2.45	112.92	2.72	-19.15	9.54	0.0
-3.08	2.4	114.59	2.67	-12.33	9.53	0.0
-1.17	1.81	112.8	2.0	-5.34	6.89	0.0
-2.07	1.95	111.42	2.17	-5.59	7.62	0.0
-0.05	1.72	112.54	1.92	-11.26	6.58	0.0
-0.16	1.63	112.76	1.8	-8.17	6.18	0.0
-0.3	1.99	113.73	2.21	-4.95	7.64	0.0
-0.39	2.18	115.5	2.46	-3.19	8.61	0.0
-0.6	1.79	113.51	2.0	-5.39	6.92	0.0
-1.0	2.03	113.95	2.28	-2.1	7.92	0.0
0.49	2.01	113.09	2.27	-5.07	7.7	0.0
-1.72	1.74	113.13	1.93	-5.99	6.54	0.0
-1.47	1.67	112.89	1.86	-3.24	6.33	0.0
-0.1	1.78	113.06	1.95	-5.84	6.72	0.0
0.23	2.16	113.14	2.33	-0.4	8.23	0.0
0.4	2.09	113.08	2.38	-4.43	8.19	0.0
-0.29	2.0	114.43	2.22	-13.76	7.7	0.0
-1.72	1.85	113.31	2.04	-8.63	7.01	0.0
-0.3	1.67	114.39	1.86	-5.26	6.39	0.0
-0.72	1.92	114.68	2.14	-4.35	7.39	1.0
-4.81	2.68	116.57	3.02	-6.62	10.65	1.0
-2.14	2.02	115.48	2.27	-7.96	7.8	1.0
-2.07	1.7	114.13	1.89	-6.22	6.41	1.0
-0.88	2.3	114.04	2.57	-0.2	8.91	1.0
-0.57	2.05	113.54	2.22	-17.75	7.61	1.0
-0.1	2.02	113.65	2.13	-16.56	7.36	1.0
-2.27	1.95	113.43	2.03	-17.6	6.88	1.0
-2.26	2.38	115.38	2.41	-5.65	8.26	1.0
-0.08	2.35	116.39	2.44	-8.02	8.49	1.0
-0.76	2.02	114.95	2.06	-10.41	7.09	1.0
-0.46	1.86	114.24	2.03	-10.95	6.99	1.0
-0.74	1.89	114.21	2.08	-5.67	7.15	1.0
-2.54	2.13	114.84	2.35	-13.0	8.12	1.0
-1.86	2.24	114.16	2.5	-18.52	8.87	1.0
-1.06	1.84	113.01	2.03	-11.48	6.97	1.0
-0.84	1.87	114.32	2.01	-5.71	6.96	1.0
-0.73	2.01	114.47	2.26	-5.94	7.93	1.0
-1.32	2.5	113.49	2.8	-4.88	9.83	1.0
-0.95	1.88	114.42	2.11	-11.97	7.35	1.0
2.54	1.89	114.82	2.05	-14.19	6.94	1.0
5.01	2.3	113.02	2.55	-14.17	8.89	1.0
8.04	2.63	108.17	2.92	-4.92	10.36	1.0
8.26	2.45	114.38	2.77	-18.61	9.73	1.0
10.41	1.88	110.98	2.1	-17.56	7.32	1.0
10.0	1.78	111.44	2.0	-17.15	6.93	1.0
11.87	2.26	113.45	2.57	-14.06	8.82	1.0
10.45	1.61	111.95	1.81	-21.4	6.19	1.0
10.24	1.59	111.94	1.78	-20.8	6.03	1.0
10.78	1.53	111.85	1.72	-13.33	5.8	1.0
10.92	1.52	111.82	1.7	-9.4	5.83	1.0
11.41	2.24	112.02	2.55	-9.99	8.95	1.0
10.51	2.5	114.89	2.79	-2.99	9.8	1.0
12.05	2.47	112.87	2.8	-21.19	9.68	1.0
10.12	2.32	111.78	2.65	-21.56	9.33	1.0
12.18	2.03	111.69	2.22	-23.99	7.59	1.0
11.54	1.91	110.93	2.15	-14.73	7.4	1.0
12.66	1.75	111.36	1.98	-14.88	6.92	1.0
12.53	2.19	110.72	2.52	-15.03	8.8	1.0
12.05	2.1	112.11	2.4	-12.56	8.42	1.0
9.88	1.73	112.57	1.95	-18.92	6.65	1.0
12.18	1.63	111.6	1.84	-19.04	6.32	1.0
13.32	1.65	110.98	1.84	-17.1	6.4	1.0
11.24	1.76	113.52	1.99	-15.7	6.77	1.0
12.1	1.93	112.64	2.18	-16.66	7.6	0.0
10.61	1.68	112.27	1.88	-11.18	6.42	0.0
12.49	2.46	113.4	2.78	-11.29	9.75	0.0
10.61	2.95	112.0	3.34	-10.8	11.98	0.0
12.83	1.83	113.04	2.08	-16.1	7.18	0.0
11.49	2.11	113.01	2.39	-17.99	8.4	0.0
10.37	1.69	112.89	1.92	-22.42	6.53	0.0
12.8	1.93	113.84	2.15	-17.68	7.28	0.0
11.24	2.4	112.6	2.75	-13.03	9.57	0.0
11.36	1.48	113.47	1.68	-14.33	5.69	0.0
11.6	1.65	110.99	1.85	-16.11	6.39	0.0
9.84	2.76	116.45	3.17	-15.51	11.33	0.0
8.16	2.13	112.01	2.43	-15.12	8.73	0.0
10.83	1.5	112.87	1.69	-15.82	5.76	0.0
12.31	2.07	113.83	2.36	-12.76	8.26	0.0
11.89	2.65	114.45	3.05	-14.3	10.85	0.0
9.71	2.17	110.08	2.5	-15.82	8.71	0.0
12.62	1.63	112.39	1.85	-20.01	6.34	0.0
12.1	1.57	113.54	1.75	-16.28	6.09	0.0
11.25	1.58	113.13	1.77	-15.3	6.13	0.0
11.96	1.94	113.68	2.18	-16.64	7.57	0.0
11.93	1.87	112.82	2.1	-12.76	7.27	0.0
12.44	1.96	114.71	2.2	-14.74	7.74	0.0
10.97	1.52	113.72	1.67	-14.89	5.8	0.0
8.5	2.4	113.7	2.42	-12.46	8.14	0.0
10.56	2.61	113.64	2.94	-8.99	10.44	0.0
10.74	2.02	114.45	2.26	-13.11	8.02	0.0
8.07	2.62	113.09	2.95	-16.2	10.49	0.0
12.04	2.01	113.8	2.25	-17.47	7.93	0.0
10.88	1.69	112.83	1.88	-15.62	6.59	0.0
11.97	2.11	113.76	2.37	-19.62	8.29	0.0
10.72	1.9	113.15	2.13	-14.23	7.49	0.0
9.59	2.11	114.18	2.34	-19.05	8.19	0.0
11.3	2.14	112.68	2.38	-13.55	8.37	0.0
9.91	2.35	114.18	2.63	-13.55	9.34	0.0
11.04	2.74	113.81	3.08	-14.78	10.95	0.0
6.62	3.4	114.34	3.9	-8.09	14.24	0.0
8.6	2.08	113.87	2.34	-16.97	8.4	0.0
8.39	2.6	115.2	2.92	-4.97	10.45	0.0
9.45	3.06	113.51	3.49	-12.26	12.67	0.0
8.07	1.88	113.89	2.12	-8.16	7.41	0.0
10.76	2.07	113.45	2.4	-9.42	8.28	0.0
10.64	2.62	114.35	2.93	-4.3	10.45	0.0
8.34	2.54	113.82	2.9	-16.31	10.41	0.0
9.81	1.74	115.24	1.97	-11.98	6.88	0.0
6.36	2.87	115.0	3.28	-11.1	11.77	0.0
7.91	2.66	116.06	3.05	-8.24	11.05	0.0
12.22	1.77	115.2	1.99	-18.19	6.8	0.0
10.22	2.26	113.9	2.51	-3.6	8.84	0.0
8.38	2.67	113.77	3.0	-13.78	10.71	0.0
9.38	2.03	114.26	2.23	-12.66	7.91	0.0
9.61	1.93	114.86	2.12	-14.65	7.57	0.0
10.05	1.75	115.41	1.91	-12.78	6.75	0.0
10.26	1.96	115.86	2.15	-14.38	7.64	0.0
10.1	1.97	115.02	2.17	-9.03	7.62	0.0
7.38	2.51	116.4	2.68	-8.57	9.59	0.0
9.74	2.79	113.14	3.02	-2.88	11.02	0.0
6.76	2.93	118.77	3.15	-14.28	11.66	1.0
11.79	2.38	114.81	2.56	-9.42	9.0	1.0
11.36	1.84	115.42	1.98	-12.06	7.01	1.0
10.91	1.94	113.91	2.09	-11.62	7.35	1.0
8.29	2.78	112.52	3.0	-18.53	10.84	1.0
9.57	2.01	114.67	2.15	-13.57	7.64	1.0
8.73	2.34	114.22	2.5	-20.89	9.0	1.0
10.35	1.94	115.23	2.06	-17.08	7.4	1.0
9.87	1.96	114.83	2.09	-15.78	7.62	1.0
8.8	2.0	116.44	2.12	-10.06	7.59	1.0
12.5	2.94	117.16	3.14	-11.11	11.39	1.0
13.46	2.71	114.75	2.88	-23.04	10.56	1.0
12.7	2.41	112.13	2.58	-2.21	9.34	1.0
14.49	1.99	112.45	2.14	-13.44	7.72	1.0
15.01	1.94	112.38	2.07	-19.35	7.17	1.0
14.15	2.62	111.5	2.82	-20.04	10.21	1.0
15.61	2.53	112.03	2.72	-19.76	9.63	1.0
16.05	2.18	113.18	2.32	-20.86	8.27	1.0
15.48	1.87	112.16	1.99	-17.73	7.03	1.0
15.05	1.73	113.48	1.84	-16.99	6.48	0.0
13.33	1.73	113.18	1.85	-13.23	6.54	0.0
13.26	2.34	109.86	2.51	-17.65	9.06	0.0
15.23	1.72	112.88	1.83	-12.73	6.5	0.0
13.86	1.82	112.69	1.94	-19.02	6.89	0.0
12.85	2.04	111.86	2.2	-25.87	7.95	0.0
13.04	1.85	111.59	2.0	-15.02	7.18	0.0
12.8	1.93	111.4	2.08	-24.01	7.42	0.0
14.49	2.13	112.75	2.33	-22.07	8.35	0.0
13.6	1.76	113.06	1.91	-17.17	6.86	0.0
14.2	2.03	111.97	2.22	-8.52	7.87	0.0
13.43	1.85	111.32	2.03	-13.65	7.25	0.0
13.0	1.7	112.16	1.87	-18.95	6.64	0.0
13.74	2.07	111.43	2.29	-16.87	8.21	0.0
14.29	2.24	111.39	2.48	-18.09	8.72	0.0
15.93	2.12	114.13	2.36	-17.72	8.47	0.0
13.93	2.01	115.09	2.23	-15.47	8.01	0.0
14.56	2.42	113.9	2.7	-14.95	9.61	0.0
11.92	2.77	114.67	3.01	-19.27	10.8	0.0
15.88	2.67	112.94	2.89	-21.85	10.51	0.0
13.72	2.25	114.05	2.44	-25.43	8.86	0.0
13.09	2.12	113.12	2.26	-19.17	8.08	0.0
13.0	1.76	114.42	1.89	-19.2	6.73	0.0
12.85	1.57	114.25	1.66	-19.69	5.89	0.0
12.71	1.78	114.44	1.88	-20.81	6.57	0.0
12.4	2.02	113.95	2.15	-20.77	7.81	0.0
13.49	1.69	114.2	1.78	-15.79	6.41	0.0
13.83	1.62	114.06	1.71	-15.67	6.08	0.0
14.14	1.88	115.68	2.0	-11.3	7.18	0.0
13.78	1.92	115.42	2.04	-14.31	7.32	0.0
14.53	1.92	115.58	2.09	-11.09	7.52	0.0
14.87	2.62	115.03	2.84	-11.64	10.3	0.0
13.7	1.99	115.86	2.12	-19.85	7.56	0.0
14.13	2.51	115.44	2.72	-22.23	9.97	0.0
13.22	1.93	116.49	2.09	-19.7	7.49	0.0
14.45	2.68	115.79	2.88	-23.87	10.19	0.0
12.61	2.73	115.11	2.92	-18.92	10.53	0.0
12.84	2.05	116.35	2.17	-16.63	7.67	0.0
12.6	1.66	115.81	1.75	-17.39	6.24	0.0
12.75	1.98	116.01	2.09	-11.85	7.47	0.0
13.07	2.32	115.37	2.44	-12.51	8.62	0.0
12.13	2.33	115.59	2.48	-19.29	8.79	0.0
11.32	2.14	116.4	2.27	-19.28	8.08	0.0
12.14	2.82	117.52	3.02	-20.45	11.07	0.0
11.38	2.44	118.52	2.63	-27.6	9.25	0.0
12.52	1.84	115.97	1.94	-21.83	6.92	0.0
13.03	1.62	115.67	1.71	-21.66	6.04	0.0
13.1	1.85	116.75	1.94	-24.41	6.77	0.0
12.81	1.9	116.92	1.99	-22.54	6.97	0.0
10.88	2.26	117.12	2.41	-21.3	8.53	0.0
12.9	2.25	116.87	2.41	-24.19	8.61	0.0
9.37	3.11	117.41	3.39	-21.73	12.31	0.0
9.45	2.75	118.15	2.99	-15.99	10.71	0.0
13.79	2.5	115.5	2.73	-20.11	9.73	0.0
10.94	2.41	115.13	2.64	-19.85	9.41	0.0
13.02	2.02	118.08	2.18	-23.6	7.7	0.0
12.32	1.7	117.77	1.82	-20.62	6.27	0.0
12.22	2.08	116.61	2.15	-24.99	7.55	0.0
12.36	1.76	117.51	1.87	-22.43	6.51	0.0
11.16	1.51	117.15	1.61	-22.73	5.71	0.0
11.55	1.56	117.81	1.67	-22.11	5.91	0.0
12.58	1.84	117.85	1.99	-18.2	7.01	0.0
10.35	2.19	116.83	2.39	-19.25	8.69	0.0
12.79	1.87	118.51	1.92	-28.17	6.71	0.0
11.29	1.69	118.61	1.72	-23.42	5.93	0.0
12.48	1.68	118.26	1.74	-23.55	6.17	0.0
8.81	2.2	117.38	2.23	-23.43	7.91	0.0
11.57	2.45	118.89	2.56	-16.94	9.03	0.0
12.66	2.33	118.75	2.44	-18.16	8.84	0.0
11.99	1.99	116.38	2.07	-29.8	7.33	0.0
10.68	1.98	118.53	2.06	-19.47	7.27	0.0
12.84	2.59	120.01	2.75	-12.63	9.73	0.0
11.47	2.14	118.37	2.28	-15.85	8.06	0.0
11.58	1.92	118.29	2.05	-21.74	7.21	0.0
12.36	1.85	118.37	1.95	-23.59	6.82	0.0
11.67	1.83	119.06	1.93	-25.4	6.77	0.0
10.64	1.96	117.28	2.07	-19.42	7.29	0.0
12.79	1.96	118.67	2.06	-19.1	7.25	0.0
13.96	2.19	118.49	2.32	-17.73	8.32	0.0
14.07	2.32	120.67	2.5	-8.44	8.84	0.0
12.54	2.26	119.53	2.45	-27.08	8.58	0.0
12.82	2.02	119.16	2.15	-21.23	7.6	0.0
12.39	1.9	119.34	2.02	-21.82	7.09	0.0
11.5	1.86	119.3	1.99	-18.09	7.04	0.0
12.06	2.29	119.63	2.44	-14.16	8.72	0.0
10.0	3.03	119.19	3.23	-18.99	11.6	0.0
12.37	2.3	118.84	2.42	-18.59	8.67	0.0
11.1	2.19	119.97	2.31	-14.17	8.22	0.0
12.22	2.15	117.87	2.28	-20.55	8.11	0.0
12.91	2.02	120.38	2.13	-20.13	7.51	0.0
12.28	1.83	118.89	1.93	-20.47	6.85	0.0
13.23	2.13	118.06	2.26	-17.05	7.97	0.0
12.37	2.38	118.11	2.53	-23.43	8.97	0.0
13.98	2.06	118.94	2.07	-23.55	7.3	0.0
12.52	2.22	118.65	2.25	-17.7	7.95	0.0
12.46	2.09	118.18	2.23	-21.86	7.85	0.0
12.98	2.21	119.64	2.33	-17.81	8.31	0.0
12.23	2.21	119.79	2.24	-21.15	7.83	0.0
12.2	1.98	119.51	2.14	-19.16	7.61	0.0
12.13	2.12	120.92	2.28	-19.2	8.09	0.0
11.87	1.96	119.12	2.19	-22.1	7.83	0.0
13.1	2.34	118.69	2.55	-26.21	9.31	0.0
12.47	2.24	118.44	2.44	-24.33	8.72	0.0
11.68	2.0	119.7	2.17	-23.08	7.73	0.0
12.37	2.06	119.68	2.28	-22.5	8.15	0.0
11.27	1.9	119.61	2.13	-25.52	7.7	0.0
12.04	2.02	120.24	2.22	-21.77	7.99	0.0
10.98	2.06	119.2	2.26	-22.26	8.05	0.0
10.86	1.93	119.05	2.18	-22.83	7.87	0.0
11.0	2.03	117.83	2.24	-25.75	8.13	0.0
10.19	1.97	119.53	2.11	-19.08	7.59	0.0
11.63	2.21	121.38	2.39	-16.68	8.66	0.0
9.15	2.69	119.44	2.84	-29.24	10.44	0.0
11.48	2.26	120.96	2.48	-15.1	9.02	0.0
10.1	2.02	119.34	2.19	-15.37	7.97	0.0
10.81	1.96	120.21	2.1	-23.6	7.71	0.0
10.04	1.94	119.41	2.08	-22.31	7.64	0.0
9.69	2.02	120.51	2.14	-19.74	7.84	0.0
10.7	2.01	119.91	2.16	-21.04	7.9	0.0
9.37	1.98	119.2	2.09	-22.05	7.69	0.0
10.6	2.14	120.36	2.3	-19.16	8.44	0.0
11.1	2.6	120.18	2.8	-13.46	10.26	0.0
11.0	2.39	121.08	2.57	-20.47	9.41	0.0
11.63	2.34	119.7	2.55	-23.31	9.4	0.0
9.05	2.05	120.58	2.22	-21.04	8.11	0.0
8.37	2.02	120.18	2.22	-21.23	8.11	0.0
11.05	2.15	121.48	2.32	-21.64	8.44	0.0
9.32	2.04	120.96	2.23	-24.92	8.06	0.0
9.03	2.1	120.71	2.23	-23.02	8.06	0.0
9.67	2.31	121.0	2.5	-18.68	9.11	0.0
9.83	2.29	121.69	2.52	-16.65	9.12	0.0
10.54	2.35	120.32	2.56	-21.77	9.37	0.0
8.6	2.3	118.91	2.52	-26.83	8.96	0.0
11.39	2.21	120.8	2.43	-20.27	8.65	0.0
10.88	1.97	121.72	2.2	-20.23	7.88	0.0
10.76	2.22	122.43	2.39	-23.62	8.39	0.0
8.22	2.11	120.22	2.34	-23.66	8.24	0.0
9.79	2.14	121.31	2.35	-20.93	8.34	0.0
10.56	2.18	121.68	2.41	-27.38	8.64	0.0
8.82	2.0	121.5	2.22	-22.91	7.85	0.0
8.57	2.04	120.96	2.26	-23.03	8.0	0.0
8.68	2.15	122.42	2.37	-17.72	8.48	0.0
8.2	2.31	121.53	2.56	-25.02	9.26	0.0
9.21	2.27	122.19	2.53	-23.17	9.08	0.0
8.28	2.06	121.44	2.28	-21.9	8.08	0.0
9.62	2.1	122.92	2.34	-20.67	8.4	0.0
10.61	2.27	122.87	2.51	-23.79	9.0	0.0
9.53	2.1	121.98	2.32	-20.3	8.16	0.0
10.66	2.27	123.02	2.52	-23.21	9.0	0.0
11.84	2.79	121.67	3.09	-13.68	11.09	0.0
10.16	2.54	123.44	2.8	-18.58	10.03	0.0
9.87	2.04	122.5	2.26	-18.06	7.98	0.0
9.22	2.05	122.83	2.27	-22.12	8.11	0.0
10.6	2.1	123.21	2.31	-19.69	8.32	0.0
9.06	2.09	122.43	2.3	-23.9	8.29	0.0
7.53	2.12	122.78	2.34	-21.73	8.39	0.0
10.0	2.22	123.06	2.44	-23.64	8.69	0.0
7.09	2.31	121.35	2.49	-24.88	9.01	0.0
7.93	2.13	124.12	2.3	-23.42	8.33	0.0
6.87	2.03	122.74	2.16	-23.12	7.87	0.0
7.49	2.12	122.27	2.27	-20.78	8.23	0.0
8.58	2.09	122.76	2.24	-21.2	8.07	0.0
8.0	2.13	122.85	2.27	-17.9	8.24	0.0
8.22	2.07	123.52	2.22	-18.17	8.13	0.0
8.09	2.3	123.51	2.46	-18.74	8.94	0.0
8.22	2.08	122.95	2.21	-21.52	8.03	0.0
6.33	2.47	123.88	2.58	-18.39	9.32	0.0
8.3	2.35	123.51	2.46	-16.61	8.97	0.0
8.39	2.55	122.97	2.67	-12.91	9.63	0.0
6.9	2.59	125.49	2.72	-19.31	9.97	0.0
7.48	2.53	124.28	2.68	-17.39	9.68	0.0
8.43	2.36	124.31	2.48	-13.63	9.08	0.0
5.98	2.51	122.03	2.65	-18.29	9.5	0.0
7.1	2.56	122.67	2.71	-19.87	9.82	0.0
8.17	2.53	125.42	2.69	-12.11	9.6	0.0
8.85	2.38	125.05	2.52	-23.53	9.09	0.0
9.54	2.4	125.59	2.55	-15.24	9.2	0.0
9.56	2.5	125.28	2.68	-19.58	9.66	0.0
8.57	2.44	124.48	2.62	-16.31	9.42	0.0
9.59	2.37	125.82	2.55	-14.49	9.1	0.0
8.14	2.19	124.97	2.31	-14.03	8.31	0.0
6.48	2.07	124.55	2.19	-17.41	7.86	0.0
7.06	1.98	124.77	2.09	-17.43	7.49	0.0
7.38	1.94	124.74	2.06	-20.13	7.34	0.0
6.13	2.0	124.11	2.13	-20.55	7.63	0.0
5.51	1.98	124.37	2.13	-19.4	7.61	0.0
6.73	2.01	124.68	2.15	-15.47	7.68	0.0
7.27	2.36	124.94	2.53	-10.6	9.08	0.0
6.76	2.33	125.1	2.49	-14.29	8.9	0.0
7.69	2.1	125.35	2.29	-14.87	8.06	0.0
7.27	2.14	125.61	2.29	-12.98	8.29	0.0
8.07	2.02	125.55	2.23	-11.17	7.89	0.0
7.35	2.12	125.91	2.3	-17.32	8.18	0.0
8.85	2.22	123.96	2.4	-19.21	8.53	0.0
8.3	2.07	125.79	2.18	-16.15	7.64	0.0
7.62	2.07	126.19	2.17	-16.82	7.68	0.0
10.33	2.57	129.33	2.7	-9.19	9.64	0.0
9.47	3.0	127.66	3.14	-17.59	11.34	0.0
3.95	2.78	124.94	2.9	-18.09	10.6	0.0
4.77	2.47	129.43	2.6	-10.01	9.32	0.0
4.88	2.4	128.33	2.55	-18.45	9.03	0.0
6.92	2.13	126.5	2.24	-16.03	7.98	0.0
7.31	2.12	126.3	2.25	-15.53	7.99	0.0
7.88	2.04	126.52	2.18	-17.97	7.69	0.0
7.95	2.22	126.52	2.36	-14.34	8.37	0.0
8.21	2.15	127.19	2.28	-8.53	8.05	0.0
3.38	2.85	127.89	3.05	-14.27	10.97	0.0
7.33	2.36	127.73	2.53	-11.63	8.99	0.0
6.9	2.33	128.51	2.5	-10.61	8.87	0.0
7.34	2.04	126.79	2.19	-15.38	7.7	0.0
7.86	2.04	127.73	2.2	-17.4	7.77	0.0
8.22	1.98	126.52	2.14	-18.69	7.49	0.0
7.99	2.19	127.38	2.37	-18.15	8.36	0.0
7.99	2.27	127.34	2.45	-16.44	8.69	0.0
8.73	2.1	128.42	2.26	-14.68	7.94	0.0
9.22	2.08	126.41	2.25	-15.6	7.91	0.0
7.08	2.84	129.17	3.1	-13.54	10.91	0.0
8.1	2.69	130.14	2.96	-5.32	10.47	0.0
8.57	2.1	128.81	2.29	-15.85	8.03	0.0
9.75	2.19	127.78	2.39	-12.19	8.39	0.0
9.59	2.05	129.53	2.25	-7.25	7.95	0.0
8.67	2.3	128.59	2.53	-6.95	8.85	0.0
7.04	2.15	129.04	2.35	-12.09	8.26	0.0
7.56	2.14	129.33	2.36	-12.51	8.18	0.0
8.38	1.99	130.1	2.21	-14.57	7.71	0.0
8.2	2.16	128.69	2.35	-12.33	8.15	0.0
7.77	1.95	129.05	2.15	-17.08	7.46	0.0
6.88	2.08	128.94	2.31	-13.08	8.1	0.0
8.75	2.09	129.87	2.32	-13.98	8.05	0.0
8.25	2.22	128.89	2.47	-12.12	8.67	0.0
9.27	2.17	130.06	2.42	-12.1	8.42	0.0
6.83	2.67	131.57	2.98	-10.66	10.56	0.0
8.42	2.21	130.23	2.46	-12.28	8.61	0.0
9.61	2.02	128.38	2.3	-18.24	7.88	0.0
10.85	2.64	129.79	2.97	-11.34	10.39	0.0
9.39	2.26	130.53	2.52	-16.07	8.82	0.0
8.96	2.23	128.29	2.49	-17.59	8.61	0.0
9.15	2.09	129.17	2.34	-16.39	8.09	0.0
9.89	2.05	128.28	2.26	-18.98	7.83	0.0
11.01	2.23	129.55	2.48	-17.73	8.66	0.0
10.17	2.01	128.51	2.24	-23.19	7.72	0.0
10.44	2.03	128.61	2.25	-20.47	7.85	0.0
9.27	2.58	128.76	2.88	-15.81	10.17	0.0
9.9	2.33	129.38	2.6	-15.43	9.24	0.0
11.19	2.22	129.97	2.47	-16.29	8.72	0.0
9.74	2.06	130.18	2.32	-15.21	8.16	0.0
9.72	2.29	128.84	2.55	-17.6	9.1	0.0
9.57	2.08	128.74	2.33	-16.73	8.27	0.0
10.16	2.1	128.83	2.41	-24.92	8.56	0.0
9.65	1.89	129.86	2.12	-16.79	7.45	0.0
8.7	1.92	130.35	2.15	-21.5	7.65	0.0
8.29	1.95	129.29	2.19	-19.85	7.78	0.0
9.19	2.08	129.89	2.34	-17.34	8.3	0.0
9.16	1.9	129.77	2.13	-19.99	7.58	0.0
10.23	2.26	128.81	2.58	-18.67	8.97	0.0
8.34	2.51	131.4	2.82	-15.5	10.06	0.0
7.01	2.7	133.81	3.06	-14.45	10.9	0.0
7.79	2.62	130.92	2.94	-18.21	10.45	0.0
8.95	1.7	130.71	1.8	-20.73	6.27	0.0
8.02	2.7	132.4	3.04	-15.37	10.76	0.0
9.06	2.28	129.25	2.59	-17.74	9.21	0.0
8.43	2.03	128.59	2.35	-12.13	8.24	0.0
9.86	2.04	130.2	2.32	-15.02	8.18	0.0
8.98	2.12	129.35	2.42	-16.13	8.61	0.0
10.43	1.97	129.28	2.25	-20.38	7.91	0.0
10.77	1.92	130.23	2.2	-21.83	7.75	0.0
9.65	2.09	130.13	2.26	-16.2	8.35	0.0
12.22	2.14	130.77	2.25	-12.7	8.53	0.0
10.3	2.45	131.11	2.64	-19.26	10.44	0.0
11.82	2.42	131.07	2.61	-15.73	10.05	0.0
10.54	2.59	130.56	2.81	-21.35	11.2	0.0
10.58	2.42	131.46	2.62	-12.48	10.25	0.0
9.35	2.42	130.67	2.62	-13.34	10.31	0.0
9.8	2.32	131.66	2.46	-15.49	9.46	0.0
8.81	2.21	131.85	2.38	-15.36	9.23	0.0
9.58	2.23	131.59	2.41	-16.19	9.26	0.0
9.01	2.24	131.57	2.42	-13.71	9.28	0.0
10.75	2.15	132.72	2.3	-9.34	8.85	0.0
9.59	2.14	131.55	2.28	-14.21	8.83	0.0
10.21	2.29	131.37	2.46	-18.75	9.61	0.0
10.91	2.21	132.11	2.39	-19.5	9.28	0.0
9.9	2.41	131.12	2.61	-20.46	10.15	0.0
8.86	2.37	130.72	2.56	-19.37	10.01	0.0
8.02	2.33	131.02	2.5	-26.85	9.5	0.0
7.83	2.57	131.43	2.84	-16.63	10.89	0.0
10.01	2.31	131.91	2.52	-20.35	9.65	0.0
10.9	2.28	132.84	2.48	-14.96	9.53	0.0
8.26	2.43	132.55	2.65	-6.19	10.27	0.0
10.08	2.41	132.54	2.65	-15.9	10.32	0.0
9.66	2.26	133.15	2.47	-15.6	9.56	0.0
8.01	2.34	131.82	2.55	-14.99	9.79	0.0
7.75	2.54	133.13	2.78	-21.33	10.86	0.0
8.68	2.46	133.05	2.69	-23.53	10.37	0.0
8.29	2.88	131.94	3.18	-16.47	12.35	0.0
7.87	2.66	131.93	2.91	-27.65	11.22	0.0
8.9	2.79	132.98	3.07	-13.98	11.65	0.0
11.62	2.57	132.27	2.87	-13.28	10.79	0.0
11.5	2.39	131.3	2.59	-14.2	9.87	0.0
11.26	2.38	132.16	2.56	-14.39	9.74	0.0
10.99	2.46	133.45	2.67	-17.57	10.28	0.0
8.91	2.55	133.18	2.74	-19.05	10.52	0.0
11.54	3.1	133.29	3.5	-12.75	13.47	0.0
7.99	2.53	132.68	2.72	-15.1	10.57	0.0
7.22	2.42	132.46	2.6	-18.46	10.08	0.0
7.24	2.38	132.58	2.55	-14.98	9.88	0.0
8.01	2.35	132.82	2.53	-16.79	9.74	0.0
9.14	2.41	134.81	2.62	-23.35	10.2	0.0
7.67	2.63	134.29	2.84	-22.08	10.78	0.0
8.52	3.1	132.84	3.44	-25.17	13.54	0.0
7.21	2.82	132.86	3.09	-28.91	11.98	0.0
7.93	2.35	133.78	2.54	-22.72	9.83	0.0
9.35	2.37	133.44	2.57	-11.62	9.93	0.0
8.33	2.27	133.33	2.45	-12.84	9.34	0.0
9.17	2.45	132.47	2.68	-11.15	10.25	0.0
10.42	2.18	133.33	2.36	-18.14	9.09	0.0
8.01	2.53	132.21	2.76	-24.46	10.67	0.0
9.76	2.93	135.02	3.24	-11.18	12.6	0.0
5.6	2.95	134.27	3.29	-15.19	12.58	0.0
